pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
45,18,76,4,0,
45,18,77,1,1,3
45,18,78,1,1,4
45,18,80,1,59,
45,18,92,4,0,
45,18,104,4,0,
45,18,156,4,0,
45,18,164,4,0,
45,18,173,3,0,
45,18,182,4,0,
45,18,188,4,0,
45,18,202,3,0,
45,18,207,4,0,
45,18,213,4,0,
45,18,214,4,0,
45,18,216,4,0,
45,18,218,4,0,
45,18,219,4,0,
45,18,235,3,0,
45,18,237,4,0,
45,18,241,4,0,
45,18,263,4,0,
45,18,267,4,0,
45,18,312,1,1,2
45,18,374,4,0,
45,18,380,3,0,
45,18,388,3,0,
45,18,402,3,0,
45,18,409,3,0,
45,18,412,4,0,
45,18,416,4,0,
45,18,447,4,0,
45,18,474,4,0,
45,18,495,3,0,
45,18,496,4,0,
45,18,572,1,49,
45,18,590,4,0,
45,18,605,4,0,
45,18,611,4,0,
45,19,29,4,0,
45,19,51,1,1,4
45,19,63,4,0,
45,19,71,1,1,2
45,19,72,4,0,
45,19,74,1,1,3
45,19,76,1,1,1
45,19,76,4,0,
45,19,77,1,1,5
45,19,80,1,54,
45,19,92,4,0,
45,19,115,4,0,
45,19,156,4,0,
45,19,164,4,0,
45,19,182,4,0,
45,19,188,4,0,
45,19,263,4,0,
45,19,605,4,0,
45,20,14,4,0,
45,20,34,4,0,
45,20,51,1,1,15
45,20,63,4,0,
45,20,71,1,1,13
45,20,72,1,1,3
45,20,74,1,1,14
45,20,76,4,0,
45,20,77,1,1,4
45,20,78,1,1,5
45,20,79,1,1,6
45,20,80,1,1,12
45,20,92,1,1,8
45,20,156,4,0,
45,20,164,4,0,
45,20,173,4,0,
45,20,182,4,0,
45,20,188,4,0,
45,20,202,1,1,7
45,20,202,4,0,
45,20,203,4,0,
45,20,204,4,0,
45,20,213,4,0,
45,20,214,4,0,
45,20,219,4,0,
45,20,230,1,1,16
45,20,236,1,1,11
45,20,241,4,0,
45,20,263,4,0,
45,20,312,1,1,2
45,20,331,4,0,
45,20,374,4,0,
45,20,402,4,0,
45,20,409,4,0,
45,20,412,4,0,
45,20,416,4,0,
45,20,447,4,0,
45,20,474,4,0,
45,20,482,4,0,
45,20,496,4,0,
45,20,572,1,0,
45,20,572,1,1,1
45,20,580,1,1,10
45,20,580,4,0,
45,20,585,1,1,9
45,20,605,4,0,
45,20,676,4,0,
45,20,803,3,0,
45,20,810,3,0,
46,1,10,1,1,
46,1,14,4,0,
46,1,15,4,0,
46,1,34,4,0,
46,1,36,4,0,
46,1,38,4,0,
46,1,72,4,0,
46,1,74,1,41,
46,1,76,4,0,
46,1,78,1,13,
46,1,91,4,0,
46,1,92,4,0,
46,1,99,4,0,
46,1,102,4,0,
46,1,104,4,0,
46,1,115,4,0,
46,1,117,4,0,
46,1,130,4,0,
46,1,141,1,20,
46,1,147,1,27,
46,1,156,4,0,
46,1,163,1,34,
46,1,164,4,0,
46,2,10,1,1,
46,2,14,4,0,
46,2,15,4,0,
46,2,34,4,0,
46,2,36,4,0,
46,2,38,4,0,
46,2,72,4,0,
46,2,74,1,41,
46,2,76,4,0,
46,2,78,1,13,
46,2,91,4,0,
46,2,92,4,0,
46,2,99,4,0,
46,2,102,4,0,
46,2,104,4,0,
46,2,115,4,0,
46,2,117,4,0,
46,2,130,4,0,
46,2,141,1,20,
46,2,147,1,27,
46,2,156,4,0,
46,2,163,1,34,
46,2,164,4,0,
46,3,10,1,1,
46,3,15,4,0,
46,3,60,2,0,
46,3,68,2,0,
46,3,74,1,37,
46,3,76,4,0,
46,3,77,1,13,
46,3,78,1,7,
46,3,91,4,0,
46,3,92,4,0,
46,3,103,2,0,
46,3,104,4,0,
46,3,113,2,0,
46,3,141,1,19,
46,3,147,1,25,
46,3,148,4,0,
46,3,156,4,0,
46,3,163,1,31,
46,3,168,4,0,
46,3,173,4,0,
46,3,174,4,0,
46,3,175,2,0,
46,3,182,4,0,
46,3,188,4,0,
46,3,202,1,43,
46,3,202,4,0,
46,3,203,4,0,
46,3,206,2,0,
46,3,207,4,0,
46,3,210,4,0,
46,3,213,4,0,
46,3,214,4,0,
46,3,216,4,0,
46,3,218,4,0,
46,3,228,2,0,
46,3,230,2,0,
46,3,230,4,0,
46,3,237,4,0,
46,3,241,4,0,
46,3,249,4,0,
46,4,10,1,1,
46,4,15,4,0,
46,4,60,2,0,
46,4,68,2,0,
46,4,74,1,37,
46,4,76,4,0,
46,4,77,1,13,
46,4,78,1,7,
46,4,91,4,0,
46,4,92,4,0,
46,4,103,2,0,
46,4,104,4,0,
46,4,113,2,0,
46,4,141,1,19,
46,4,147,1,25,
46,4,148,4,0,
46,4,156,4,0,
46,4,163,1,31,
46,4,168,4,0,
46,4,173,4,0,
46,4,174,4,0,
46,4,175,2,0,
46,4,182,4,0,
46,4,188,4,0,
46,4,202,1,43,
46,4,202,4,0,
46,4,203,4,0,
46,4,206,2,0,
46,4,207,4,0,
46,4,210,4,0,
46,4,213,4,0,
46,4,214,4,0,
46,4,216,4,0,
46,4,218,4,0,
46,4,228,2,0,
46,4,230,4,0,
46,4,237,4,0,
46,4,241,4,0,
46,4,249,4,0,
46,5,10,1,1,
46,5,15,4,0,
46,5,60,2,0,
46,5,68,2,0,
46,5,74,1,37,
46,5,76,4,0,
46,5,77,1,13,
46,5,78,1,7,
46,5,91,4,0,
46,5,92,4,0,
46,5,103,2,0,
46,5,104,4,0,
46,5,113,2,0,
46,5,141,1,19,
46,5,147,1,25,
46,5,148,4,0,
46,5,156,4,0,
46,5,163,1,31,
46,5,168,4,0,
46,5,175,2,0,
46,5,182,4,0,
46,5,188,4,0,
46,5,202,1,43,
46,5,202,4,0,
46,5,206,2,0,
46,5,213,4,0,
46,5,216,4,0,
46,5,218,4,0,
46,5,228,2,0,
46,5,230,2,0,
46,5,237,4,0,
46,5,241,4,0,
46,5,249,4,0,
46,5,263,4,0,
46,5,290,4,0,
46,5,312,1,49,
46,5,331,4,0,
46,5,332,4,0,
46,6,10,1,1,
46,6,14,3,0,
46,6,15,4,0,
46,6,34,3,0,
46,6,38,3,0,
46,6,60,2,0,
46,6,68,2,0,
46,6,68,3,0,
46,6,74,1,37,
46,6,76,4,0,
46,6,77,1,13,
46,6,78,1,7,
46,6,91,4,0,
46,6,92,4,0,
46,6,102,3,0,
46,6,103,2,0,
46,6,104,4,0,
46,6,113,2,0,
46,6,141,1,19,
46,6,147,1,25,
46,6,148,4,0,
46,6,156,4,0,
46,6,163,1,31,
46,6,164,3,0,
46,6,168,4,0,
46,6,173,3,0,
46,6,175,2,0,
46,6,182,4,0,
46,6,188,4,0,
46,6,202,1,43,
46,6,202,4,0,
46,6,203,3,0,
46,6,206,2,0,
46,6,207,3,0,
46,6,210,3,0,
46,6,213,4,0,
46,6,214,3,0,
46,6,216,4,0,
46,6,218,4,0,
46,6,228,2,0,
46,6,230,2,0,
46,6,237,4,0,
46,6,241,4,0,
46,6,249,4,0,
46,6,263,4,0,
46,6,290,4,0,
46,6,312,1,49,
46,6,331,4,0,
46,6,332,4,0,
46,7,10,1,1,
46,7,14,3,0,
46,7,15,4,0,
46,7,34,3,0,
46,7,38,3,0,
46,7,60,2,0,
46,7,68,2,0,
46,7,68,3,0,
46,7,74,1,37,
46,7,76,4,0,
46,7,77,1,13,
46,7,78,1,7,
46,7,91,4,0,
46,7,92,4,0,
46,7,102,3,0,
46,7,103,2,0,
46,7,104,4,0,
46,7,113,2,0,
46,7,141,1,19,
46,7,147,1,25,
46,7,148,4,0,
46,7,156,4,0,
46,7,163,1,31,
46,7,164,3,0,
46,7,168,4,0,
46,7,175,2,0,
46,7,182,4,0,
46,7,188,4,0,
46,7,202,1,43,
46,7,202,4,0,
46,7,206,2,0,
46,7,213,4,0,
46,7,216,4,0,
46,7,218,4,0,
46,7,228,2,0,
46,7,230,2,0,
46,7,237,4,0,
46,7,241,4,0,
46,7,249,4,0,
46,7,263,4,0,
46,7,290,4,0,
46,7,312,1,49,
46,7,331,4,0,
46,7,332,4,0,
46,8,10,1,1,
46,8,14,4,0,
46,8,15,4,0,
46,8,60,2,0,
46,8,68,2,0,
46,8,74,1,27,
46,8,76,4,0,
46,8,77,1,6,2
46,8,78,1,6,1
46,8,91,4,0,
46,8,92,4,0,
46,8,103,2,0,
46,8,104,4,0,
46,8,113,2,0,
46,8,141,1,11,
46,8,147,1,17,
46,8,148,4,0,
46,8,156,4,0,
46,8,163,1,22,
46,8,164,4,0,
46,8,168,4,0,
46,8,175,2,0,
46,8,182,4,0,
46,8,188,4,0,
46,8,202,1,33,
46,8,202,4,0,
46,8,203,4,0,
46,8,206,2,0,
46,8,206,4,0,
46,8,207,4,0,
46,8,213,4,0,
46,8,214,4,0,
46,8,216,4,0,
46,8,218,4,0,
46,8,228,2,0,
46,8,230,2,0,
46,8,232,2,0,
46,8,237,4,0,
46,8,241,4,0,
46,8,249,4,0,
46,8,263,4,0,
46,8,280,4,0,
46,8,290,4,0,
46,8,312,1,38,
46,8,331,4,0,
46,8,332,4,0,
46,8,363,4,0,
46,8,404,1,43,
46,8,404,4,0,
46,8,412,4,0,
46,8,440,2,0,
46,8,445,4,0,
46,8,447,4,0,
46,8,450,2,0,
46,9,10,1,1,
46,9,14,4,0,
46,9,15,4,0,
46,9,60,2,0,
46,9,68,2,0,
46,9,74,1,27,
46,9,76,4,0,
46,9,77,1,6,2
46,9,78,1,6,1
46,9,91,4,0,
46,9,92,4,0,
46,9,103,2,0,
46,9,104,4,0,
46,9,113,2,0,
46,9,141,1,11,
46,9,147,1,17,
46,9,148,4,0,
46,9,156,4,0,
46,9,163,1,22,
46,9,164,4,0,
46,9,168,4,0,
46,9,173,3,0,
46,9,175,2,0,
46,9,182,4,0,
46,9,188,4,0,
46,9,202,1,33,
46,9,202,4,0,
46,9,203,4,0,
46,9,206,2,0,
46,9,206,4,0,
46,9,207,4,0,
46,9,210,3,0,
46,9,213,4,0,
46,9,214,4,0,
46,9,216,4,0,
46,9,218,4,0,
46,9,228,2,0,
46,9,230,2,0,
46,9,232,2,0,
46,9,235,3,0,
46,9,237,4,0,
46,9,241,4,0,
46,9,249,4,0,
46,9,263,4,0,
46,9,280,4,0,
46,9,282,3,0,
46,9,290,4,0,
46,9,312,1,38,
46,9,331,4,0,
46,9,332,4,0,
46,9,363,4,0,
46,9,402,3,0,
46,9,404,1,43,
46,9,404,4,0,
46,9,412,4,0,
46,9,440,2,0,
46,9,445,4,0,
46,9,447,4,0,
46,9,450,2,0,
46,10,10,1,1,
46,10,14,4,0,
46,10,15,4,0,
46,10,60,2,0,
46,10,68,2,0,
46,10,74,1,27,
46,10,76,4,0,
46,10,77,1,6,2
46,10,78,1,6,1
46,10,81,3,0,
46,10,91,4,0,
46,10,92,4,0,
46,10,97,2,0,
46,10,103,2,0,
46,10,104,4,0,
46,10,113,2,0,
46,10,141,1,11,
46,10,147,1,17,
46,10,148,4,0,
46,10,156,4,0,
46,10,163,1,22,
46,10,164,4,0,
46,10,168,4,0,
46,10,173,3,0,
46,10,175,2,0,
46,10,182,4,0,
46,10,188,4,0,
46,10,202,1,33,
46,10,202,4,0,
46,10,203,4,0,
46,10,206,2,0,
46,10,206,4,0,
46,10,207,4,0,
46,10,210,3,0,
46,10,213,4,0,
46,10,214,4,0,
46,10,216,4,0,
46,10,218,4,0,
46,10,228,2,0,
46,10,230,2,0,
46,10,232,2,0,
46,10,235,3,0,
46,10,237,4,0,
46,10,241,4,0,
46,10,249,4,0,
46,10,263,4,0,
46,10,280,4,0,
46,10,282,3,0,
46,10,290,4,0,
46,10,312,1,38,
46,10,331,4,0,
46,10,332,4,0,
46,10,363,4,0,
46,10,388,3,0,
46,10,402,3,0,
46,10,404,1,43,
46,10,404,4,0,
46,10,412,4,0,
46,10,440,2,0,
46,10,445,4,0,
46,10,447,4,0,
46,10,450,2,0,
46,10,450,3,0,
46,11,10,1,1,
46,11,14,4,0,
46,11,15,4,0,
46,11,60,2,0,
46,11,68,2,0,
46,11,73,2,0,
46,11,74,1,33,
46,11,76,4,0,
46,11,77,1,6,2
46,11,78,1,6,1
46,11,91,4,0,
46,11,92,4,0,
46,11,97,2,0,
46,11,103,2,0,
46,11,104,4,0,
46,11,113,4,0,
46,11,141,1,11,
46,11,147,1,22,
46,11,148,4,0,
46,11,156,4,0,
46,11,163,1,27,
46,11,164,4,0,
46,11,168,4,0,
46,11,175,2,0,
46,11,182,4,0,
46,11,188,4,0,
46,11,202,1,38,
46,11,203,2,0,
46,11,206,4,0,
46,11,207,4,0,
46,11,210,1,17,
46,11,213,4,0,
46,11,216,4,0,
46,11,218,4,0,
46,11,228,2,0,
46,11,230,2,0,
46,11,232,2,0,
46,11,237,4,0,
46,11,241,4,0,
46,11,249,4,0,
46,11,263,4,0,
46,11,280,4,0,
46,11,312,1,43,
46,11,332,4,0,
46,11,363,2,0,
46,11,404,1,54,
46,11,404,4,0,
46,11,412,4,0,
46,11,440,2,0,
46,11,447,4,0,
46,11,450,2,0,
46,11,468,4,0,
46,11,474,4,0,
46,11,476,1,49,
46,11,496,4,0,
46,11,522,4,0,
46,12,10,1,1,
46,12,15,4,0,
46,12,74,1,37,
46,12,76,4,0,
46,12,77,1,13,
46,12,78,1,7,
46,12,91,4,0,
46,12,92,4,0,
46,12,104,4,0,
46,12,141,1,19,
46,12,147,1,25,
46,12,148,4,0,
46,12,156,4,0,
46,12,163,1,31,
46,12,168,4,0,
46,12,182,4,0,
46,12,188,4,0,
46,12,202,1,43,
46,12,202,4,0,
46,12,213,4,0,
46,12,216,4,0,
46,12,218,4,0,
46,12,237,4,0,
46,12,241,4,0,
46,12,249,4,0,
46,12,263,4,0,
46,12,290,4,0,
46,12,312,1,49,
46,12,331,4,0,
46,12,332,4,0,
46,13,10,1,1,
46,13,15,4,0,
46,13,34,3,0,
46,13,38,3,0,
46,13,74,1,37,
46,13,76,4,0,
46,13,77,1,13,
46,13,78,1,7,
46,13,91,4,0,
46,13,92,4,0,
46,13,102,3,0,
46,13,104,4,0,
46,13,141,1,19,
46,13,147,1,25,
46,13,148,4,0,
46,13,156,4,0,
46,13,163,1,31,
46,13,164,3,0,
46,13,168,4,0,
46,13,182,4,0,
46,13,188,4,0,
46,13,202,1,43,
46,13,202,4,0,
46,13,207,3,0,
46,13,213,4,0,
46,13,216,4,0,
46,13,218,4,0,
46,13,237,4,0,
46,13,241,4,0,
46,13,249,4,0,
46,13,263,4,0,
46,13,290,4,0,
46,13,312,1,49,
46,13,331,4,0,
46,13,332,4,0,
46,14,10,1,1,
46,14,14,4,0,
46,14,15,4,0,
46,14,60,2,0,
46,14,68,2,0,
46,14,73,2,0,
46,14,74,1,33,
46,14,76,4,0,
46,14,77,1,6,2
46,14,78,1,6,1
46,14,91,4,0,
46,14,92,4,0,
46,14,97,2,0,
46,14,103,2,0,
46,14,104,4,0,
46,14,113,4,0,
46,14,141,1,11,
46,14,147,1,22,
46,14,148,4,0,
46,14,156,4,0,
46,14,163,1,27,
46,14,164,4,0,
46,14,168,4,0,
46,14,173,3,0,
46,14,175,2,0,
46,14,182,4,0,
46,14,188,4,0,
46,14,202,1,38,
46,14,202,3,0,
46,14,203,2,0,
46,14,206,4,0,
46,14,207,4,0,
46,14,210,1,17,
46,14,213,4,0,
46,14,214,3,0,
46,14,216,4,0,
46,14,218,4,0,
46,14,228,2,0,
46,14,230,2,0,
46,14,232,2,0,
46,14,235,3,0,
46,14,237,4,0,
46,14,241,4,0,
46,14,249,4,0,
46,14,263,4,0,
46,14,280,4,0,
46,14,282,3,0,
46,14,312,1,43,
46,14,332,4,0,
46,14,363,2,0,
46,14,388,3,0,
46,14,402,3,0,
46,14,404,1,54,
46,14,404,4,0,
46,14,412,4,0,
46,14,440,2,0,
46,14,447,4,0,
46,14,450,2,0,
46,14,450,3,0,
46,14,468,4,0,
46,14,474,4,0,
46,14,476,1,49,
46,14,495,3,0,
46,14,496,4,0,
46,14,522,4,0,
46,15,10,1,1,
46,15,14,4,0,
46,15,15,4,0,
46,15,60,2,0,
46,15,68,2,0,
46,15,73,2,0,
46,15,74,1,33,
46,15,76,4,0,
46,15,77,1,6,2
46,15,78,1,6,1
46,15,91,4,0,
46,15,92,4,0,
46,15,97,2,0,
46,15,103,2,0,
46,15,104,4,0,
46,15,113,4,0,
46,15,141,1,11,
46,15,147,1,22,
46,15,148,4,0,
46,15,156,4,0,
46,15,163,1,27,
46,15,164,4,0,
46,15,168,4,0,
46,15,175,2,0,
46,15,182,4,0,
46,15,188,4,0,
46,15,202,1,38,
46,15,203,2,0,
46,15,206,4,0,
46,15,207,4,0,
46,15,210,1,17,
46,15,213,4,0,
46,15,214,4,0,
46,15,216,4,0,
46,15,218,4,0,
46,15,228,2,0,
46,15,230,2,0,
46,15,232,2,0,
46,15,237,4,0,
46,15,241,4,0,
46,15,249,4,0,
46,15,263,4,0,
46,15,267,4,0,
46,15,280,4,0,
46,15,312,1,43,
46,15,332,4,0,
46,15,363,2,0,
46,15,404,1,54,
46,15,404,4,0,
46,15,412,4,0,
46,15,440,2,0,
46,15,447,4,0,
46,15,450,2,0,
46,15,468,4,0,
46,15,469,2,0,
46,15,474,4,0,
46,15,476,1,49,
46,15,496,4,0,
46,15,522,4,0,
46,15,563,2,0,
46,15,565,2,0,
46,15,590,4,0,
46,16,10,1,1,
46,16,14,4,0,
46,16,15,4,0,
46,16,60,2,0,
46,16,68,2,0,
46,16,73,2,0,
46,16,74,1,33,
46,16,76,4,0,
46,16,77,1,6,2
46,16,78,1,6,1
46,16,91,4,0,
46,16,92,4,0,
46,16,97,2,0,
46,16,103,2,0,
46,16,104,4,0,
46,16,113,4,0,
46,16,141,1,11,
46,16,147,1,22,
46,16,148,4,0,
46,16,156,4,0,
46,16,163,1,27,
46,16,164,4,0,
46,16,168,4,0,
46,16,173,3,0,
46,16,175,2,0,
46,16,182,4,0,
46,16,188,4,0,
46,16,202,1,38,
46,16,202,3,0,
46,16,203,2,0,
46,16,206,4,0,
46,16,207,4,0,
46,16,210,1,17,
46,16,213,4,0,
46,16,214,4,0,
46,16,216,4,0,
46,16,218,4,0,
46,16,228,2,0,
46,16,230,2,0,
46,16,232,2,0,
46,16,235,3,0,
46,16,237,4,0,
46,16,241,4,0,
46,16,249,4,0,
46,16,263,4,0,
46,16,267,4,0,
46,16,280,4,0,
46,16,282,3,0,
46,16,290,4,0,
46,16,312,1,43,
46,16,332,4,0,
46,16,363,2,0,
46,16,388,3,0,
46,16,402,3,0,
46,16,404,1,54,
46,16,404,4,0,
46,16,412,4,0,
46,16,440,2,0,
46,16,447,4,0,
46,16,450,2,0,
46,16,450,3,0,
46,16,468,4,0,
46,16,469,2,0,
46,16,474,4,0,
46,16,476,1,49,
46,16,495,3,0,
46,16,496,4,0,
46,16,522,4,0,
46,16,563,2,0,
46,16,565,2,0,
46,16,590,4,0,
46,17,10,1,1,
46,17,14,4,0,
46,17,60,2,0,
46,17,68,2,0,
46,17,71,1,11,
46,17,73,2,0,
46,17,74,1,33,
46,17,76,4,0,
46,17,77,1,6,2
46,17,78,1,6,1
46,17,92,4,0,
46,17,97,2,0,
46,17,103,2,0,
46,17,104,4,0,
46,17,113,4,0,
46,17,141,4,0,
46,17,147,1,22,
46,17,156,4,0,
46,17,163,1,27,
46,17,164,4,0,
46,17,168,4,0,
46,17,175,2,0,
46,17,182,4,0,
46,17,188,4,0,
46,17,202,1,38,
46,17,203,2,0,
46,17,206,4,0,
46,17,207,4,0,
46,17,210,1,17,
46,17,213,4,0,
46,17,214,4,0,
46,17,216,4,0,
46,17,218,4,0,
46,17,228,2,0,
46,17,230,2,0,
46,17,232,2,0,
46,17,237,4,0,
46,17,241,4,0,
46,17,263,4,0,
46,17,267,4,0,
46,17,280,4,0,
46,17,312,1,43,
46,17,332,4,0,
46,17,363,2,0,
46,17,404,1,54,
46,17,404,4,0,
46,17,412,4,0,
46,17,440,2,0,
46,17,447,4,0,
46,17,450,2,0,
46,17,469,2,0,
46,17,474,4,0,
46,17,476,1,49,
46,17,496,4,0,
46,17,563,2,0,
46,17,565,2,0,
46,17,590,4,0,
46,18,10,1,1,
46,18,14,4,0,
46,18,60,2,0,
46,18,68,2,0,
46,18,71,1,11,
46,18,73,2,0,
46,18,74,1,33,
46,18,76,4,0,
46,18,77,1,6,2
46,18,78,1,6,1
46,18,92,4,0,
46,18,97,2,0,
46,18,103,2,0,
46,18,104,4,0,
46,18,113,4,0,
46,18,141,4,0,
46,18,147,1,22,
46,18,156,4,0,
46,18,163,1,27,
46,18,164,4,0,
46,18,168,4,0,
46,18,173,3,0,
46,18,175,2,0,
46,18,182,4,0,
46,18,188,4,0,
46,18,202,1,38,
46,18,202,3,0,
46,18,203,2,0,
46,18,206,4,0,
46,18,207,4,0,
46,18,210,1,17,
46,18,213,4,0,
46,18,214,4,0,
46,18,216,4,0,
46,18,218,4,0,
46,18,228,2,0,
46,18,230,2,0,
46,18,232,2,0,
46,18,235,3,0,
46,18,237,4,0,
46,18,241,4,0,
46,18,263,4,0,
46,18,267,4,0,
46,18,280,4,0,
46,18,282,3,0,
46,18,312,1,43,
46,18,332,4,0,
46,18,363,2,0,
46,18,388,3,0,
46,18,402,3,0,
46,18,404,1,54,
46,18,404,4,0,
46,18,412,4,0,
46,18,440,2,0,
46,18,447,4,0,
46,18,450,2,0,
46,18,450,3,0,
46,18,469,2,0,
46,18,474,4,0,
46,18,476,1,49,
46,18,495,3,0,
46,18,496,4,0,
46,18,563,2,0,
46,18,565,2,0,
46,18,580,2,0,
46,18,590,4,0,
46,19,10,1,1,
46,19,29,4,0,
46,19,71,1,9,
46,19,72,4,0,
46,19,74,1,12,
46,19,76,4,0,
46,19,77,1,6,
46,19,78,1,4,
46,19,79,1,2,
46,19,91,4,0,
46,19,92,4,0,
46,19,113,4,0,
46,19,115,4,0,
46,19,141,1,23,
46,19,147,1,27,
46,19,154,1,15,
46,19,156,4,0,
46,19,163,1,19,
46,19,164,4,0,
46,19,182,4,0,
46,19,188,4,0,
46,19,263,4,0,
46,19,280,4,0,
46,19,404,1,31,
46,19,404,4,0,
47,1,10,1,1,1
47,1,14,4,0,
47,1,15,4,0,
47,1,34,4,0,
47,1,36,4,0,
47,1,38,4,0,
47,1,63,4,0,
47,1,72,4,0,
47,1,74,1,48,
47,1,76,4,0,
47,1,78,1,1,2
47,1,78,1,13,
47,1,91,4,0,
47,1,92,4,0,
47,1,99,4,0,
47,1,102,4,0,
47,1,104,4,0,
47,1,115,4,0,
47,1,117,4,0,
47,1,130,4,0,
47,1,141,1,1,3
47,1,141,1,20,
47,1,147,1,30,
47,1,156,4,0,
47,1,163,1,39,
47,1,164,4,0,
47,2,10,1,1,1
47,2,14,4,0,
47,2,15,4,0,
47,2,34,4,0,
47,2,36,4,0,
47,2,38,4,0,
47,2,63,4,0,
47,2,72,4,0,
47,2,74,1,48,
47,2,76,4,0,
47,2,78,1,1,2
47,2,78,1,13,
47,2,91,4,0,
47,2,92,4,0,
47,2,99,4,0,
47,2,102,4,0,
47,2,104,4,0,
47,2,115,4,0,
47,2,117,4,0,
47,2,130,4,0,
47,2,141,1,1,3
47,2,141,1,20,
47,2,147,1,30,
47,2,156,4,0,
47,2,163,1,39,
47,2,164,4,0,
47,3,10,1,1,1
47,3,15,4,0,
47,3,63,4,0,
47,3,74,1,46,
47,3,76,4,0,
47,3,77,1,1,3
47,3,77,1,13,
47,3,78,1,1,2
47,3,78,1,7,
47,3,91,4,0,
47,3,92,4,0,
47,3,104,4,0,
47,3,141,1,19,
47,3,147,1,28,
47,3,148,4,0,
47,3,156,4,0,
47,3,163,1,37,
47,3,168,4,0,
47,3,173,4,0,
47,3,174,4,0,
47,3,182,4,0,
47,3,188,4,0,
47,3,202,1,55,
47,3,202,4,0,
47,3,203,4,0,
47,3,207,4,0,
47,3,210,4,0,
47,3,213,4,0,
47,3,214,4,0,
47,3,216,4,0,
47,3,218,4,0,
47,3,230,4,0,
47,3,237,4,0,
47,3,241,4,0,
47,3,249,4,0,
47,4,10,1,1,1
47,4,15,4,0,
47,4,63,4,0,
47,4,74,1,46,
47,4,76,4,0,
47,4,77,1,1,3
47,4,77,1,13,
47,4,78,1,1,2
47,4,78,1,7,
47,4,91,4,0,
47,4,92,4,0,
47,4,104,4,0,
47,4,141,1,19,
47,4,147,1,28,
47,4,148,4,0,
47,4,156,4,0,
47,4,163,1,37,
47,4,168,4,0,
47,4,173,4,0,
47,4,174,4,0,
47,4,182,4,0,
47,4,188,4,0,
47,4,202,1,55,
47,4,202,4,0,
47,4,203,4,0,
47,4,207,4,0,
47,4,210,4,0,
47,4,213,4,0,
47,4,214,4,0,
47,4,216,4,0,
47,4,218,4,0,
47,4,230,4,0,
47,4,237,4,0,
47,4,241,4,0,
47,4,249,4,0,
47,5,10,1,1,1
47,5,15,4,0,
47,5,63,4,0,
47,5,74,1,43,
47,5,76,4,0,
47,5,77,1,1,3
47,5,77,1,13,
47,5,78,1,1,2
47,5,78,1,7,
47,5,91,4,0,
47,5,92,4,0,
47,5,104,4,0,
47,5,141,1,19,
47,5,147,1,27,
47,5,148,4,0,
47,5,156,4,0,
47,5,163,1,35,
47,5,168,4,0,
47,5,182,4,0,
47,5,188,4,0,
47,5,202,1,51,
47,5,202,4,0,
47,5,213,4,0,
47,5,216,4,0,
47,5,218,4,0,
47,5,237,4,0,
47,5,241,4,0,
47,5,249,4,0,
47,5,263,4,0,
47,5,290,4,0,
47,5,312,1,59,
47,5,331,4,0,
47,5,332,4,0,
47,6,10,1,1,1
47,6,14,3,0,
47,6,15,4,0,
47,6,34,3,0,
47,6,38,3,0,
47,6,63,4,0,
47,6,68,3,0,
47,6,74,1,43,
47,6,76,4,0,
47,6,77,1,1,3
47,6,77,1,13,
47,6,78,1,1,2
47,6,78,1,7,
47,6,91,4,0,
47,6,92,4,0,
47,6,102,3,0,
47,6,104,4,0,
47,6,141,1,19,
47,6,147,1,27,
47,6,148,4,0,
47,6,156,4,0,
47,6,163,1,35,
47,6,164,3,0,
47,6,168,4,0,
47,6,173,3,0,
47,6,182,4,0,
47,6,188,4,0,
47,6,202,1,51,
47,6,202,4,0,
47,6,203,3,0,
47,6,207,3,0,
47,6,210,3,0,
47,6,213,4,0,
47,6,214,3,0,
47,6,216,4,0,
47,6,218,4,0,
47,6,237,4,0,
47,6,241,4,0,
47,6,249,4,0,
47,6,263,4,0,
47,6,290,4,0,
47,6,312,1,59,
47,6,331,4,0,
47,6,332,4,0,
47,7,10,1,1,1
47,7,14,3,0,
47,7,15,4,0,
47,7,34,3,0,
47,7,38,3,0,
47,7,63,4,0,
47,7,68,3,0,
47,7,74,1,43,
47,7,76,4,0,
47,7,77,1,1,3
47,7,77,1,13,
47,7,78,1,1,2
47,7,78,1,7,
47,7,91,4,0,
47,7,92,4,0,
47,7,102,3,0,
47,7,104,4,0,
47,7,141,1,19,
47,7,147,1,27,
47,7,148,4,0,
47,7,156,4,0,
47,7,163,1,35,
47,7,164,3,0,
47,7,168,4,0,
47,7,182,4,0,
47,7,188,4,0,
47,7,202,1,51,
47,7,202,4,0,
47,7,213,4,0,
47,7,216,4,0,
47,7,218,4,0,
47,7,237,4,0,
47,7,241,4,0,
47,7,249,4,0,
47,7,263,4,0,
47,7,290,4,0,
47,7,312,1,59,
47,7,331,4,0,
47,7,332,4,0,
47,8,10,1,1,2
47,8,14,4,0,
47,8,15,4,0,
47,8,63,4,0,
47,8,74,1,30,
47,8,76,4,0,
47,8,77,1,1,4
47,8,77,1,6,2
47,8,78,1,1,3
47,8,78,1,6,1
47,8,91,4,0,
47,8,92,4,0,
47,8,104,4,0,
47,8,141,1,1,5
47,8,141,1,11,
47,8,147,1,17,
47,8,148,4,0,
47,8,156,4,0,
47,8,163,1,22,
47,8,164,4,0,
